NZ_CP082327_1_K6983_RS18805	FM991728_1_HELPY_0398	43.0
NZ_CP082327_1_K6983_RS06650	FM991728_1_HELPY_0936	49.6
NZ_CP082327_1_K6983_RS02825	FM991728_1_HELPY_0824	35.4
NZ_CP082327_1_K6983_RS22450	FM991728_1_HELPY_0526	29.9
NZ_CP082327_1_K6983_RS02085	FM991728_1_HELPY_1276	40.9
NZ_CP082327_1_K6983_RS12200	FM991728_1_HELPY_1255	66.5
NZ_CP082327_1_K6983_RS18420	FM991728_1_HELPY_0219	32.7
NZ_CP082327_1_K6983_RS05770	FM991728_1_HELPY_0264	36.4
NZ_CP082327_1_K6983_RS14785	FM991728_1_HELPY_0774	30.6
NZ_CP082327_1_K6983_RS18390	FM991728_1_HELPY_0199	33.2
NZ_CP082327_1_K6983_RS03825	FM991728_1_HELPY_0200	59.3
NZ_CP082327_1_K6983_RS18070	FM991728_1_HELPY_0316	24.2
NZ_CP082327_1_K6983_RS00005	FM991728_1_HELPY_1500	36.4
NZ_CP082327_1_K6983_RS19565	FM991728_1_HELPY_0319	28.3
NZ_CP082327_1_K6983_RS16845	FM991728_1_HELPY_0388	37.8
NZ_CP082327_1_K6983_RS03890	FM991728_1_HELPY_1321	41.9
NZ_CP082327_1_K6983_RS09045	FM991728_1_HELPY_1070	34.4
NZ_CP082327_1_K6983_RS14735	FM991728_1_HELPY_0904	30.0
NZ_CP082327_1_K6983_RS00460	FM991728_1_HELPY_0961	42.6
NZ_CP082327_1_K6983_RS18700	FM991728_1_HELPY_0585	61.1
NZ_CP082327_1_K6983_RS12485	FM991728_1_HELPY_0244	28.1
NZ_CP082327_1_K6983_RS18430	FM991728_1_HELPY_0587	52.0
NZ_CP082327_1_K6983_RS04830	FM991728_1_HELPY_0042	40.0
NZ_CP082327_1_K6983_RS07980	FM991728_1_HELPY_0039	37.7
NZ_CP082327_1_K6983_RS06585	FM991728_1_HELPY_0708	45.1
NZ_CP082327_1_K6983_RS03725	FM991728_1_HELPY_0144	34.3
NZ_CP082327_1_K6983_RS04995	FM991728_1_HELPY_1216	46.4
NZ_CP082327_1_K6983_RS16520	FM991728_1_HELPY_0649	42.8
NZ_CP082327_1_K6983_RS16520	FM991728_1_HELPY_0427	26.7
NZ_CP082327_1_K6983_RS02605	FM991728_1_HELPY_0723	46.7
NZ_CP082327_1_K6983_RS01990	FM991728_1_HELPY_1294	40.1
NZ_CP082327_1_K6983_RS03225	FM991728_1_HELPY_0010	36.1
NZ_CP082327_1_K6983_RS12520	FM991728_1_HELPY_0807	54.2
NZ_CP082327_1_K6983_RS12520	FM991728_1_HELPY_0685	50.0
NZ_CP082327_1_K6983_RS04330	FM991728_1_HELPY_0941	31.0
NZ_CP082327_1_K6983_RS18225	FM991728_1_HELPY_1575	30.8
NZ_CP082327_1_K6983_RS16685	FM991728_1_HELPY_0566	70.0
NZ_CP082327_1_K6983_RS06820	FM991728_1_HELPY_1243	39.5
NZ_CP082327_1_K6983_RS13060	FM991728_1_HELPY_1589	34.9
NZ_CP082327_1_K6983_RS18440	FM991728_1_HELPY_1557	47.9
NZ_CP082327_1_K6983_RS16690	FM991728_1_HELPY_0565	27.7
NZ_CP082327_1_K6983_RS16840	FM991728_1_HELPY_0287	46.0
NZ_CP082327_1_K6983_RS04575	FM991728_1_HELPY_0158	53.5
