NZ_CP021325_1_CA173_RS08795	NZ_CP010453_1_BBG7_RS00300	39.7
NZ_CP021325_1_CA173_RS14175	NZ_CP010453_1_BBG7_RS09005	45.9
NZ_CP021325_1_CA173_RS03910	NZ_CP010453_1_BBG7_RS06015	37.5
NZ_CP021325_1_CA173_RS13660	NZ_CP010453_1_BBG7_RS09505	47.6
NZ_CP021325_1_CA173_RS02670	NZ_CP010453_1_BBG7_RS08435	27.5
NZ_CP021325_1_CA173_RS14040	NZ_CP010453_1_BBG7_RS08875	46.2
NZ_CP021325_1_CA173_RS01220	NZ_CP010453_1_BBG7_RS01930	34.9
NZ_CP021325_1_CA173_RS12540	NZ_CP010453_1_BBG7_RS09765	34.0
NZ_CP021325_1_CA173_RS12540	NZ_CP010453_1_BBG7_RS01825	34.5
NZ_CP021325_1_CA173_RS11185	NZ_CP010453_1_BBG7_RS05755	42.1
NZ_CP021325_1_CA173_RS08305	NZ_CP010453_1_BBG7_RS09365	41.4
NZ_CP021325_1_CA173_RS03270	NZ_CP010453_1_BBG7_RS07830	34.6
NZ_CP021325_1_CA173_RS14365	NZ_CP010453_1_BBG7_RS03325	30.3
NZ_CP021325_1_CA173_RS07240	NZ_CP010453_1_BBG7_RS08810	31.1
NZ_CP021325_1_CA173_RS08415	NZ_CP010453_1_BBG7_RS05125	38.2
NZ_CP021325_1_CA173_RS05835	NZ_CP010453_1_BBG7_RS02010	33.8
NZ_CP021325_1_CA173_RS00210	NZ_CP010453_1_BBG7_RS00700	40.9
NZ_CP021325_1_CA173_RS09445	NZ_CP010453_1_BBG7_RS04525	48.0
NZ_CP021325_1_CA173_RS15585	NZ_CP010453_1_BBG7_RS05225	51.4
NZ_CP021325_1_CA173_RS11065	NZ_CP010453_1_BBG7_RS07120	50.0
NZ_CP021325_1_CA173_RS15065	NZ_CP010453_1_BBG7_RS10260	49.2
NZ_CP021325_1_CA173_RS15065	NZ_CP010453_1_BBG7_RS06490	44.7
NZ_CP021325_1_CA173_RS13705	NZ_CP010453_1_BBG7_RS09415	36.7
NZ_CP021325_1_CA173_RS08080	NZ_CP010453_1_BBG7_RS01840	32.1
NZ_CP021325_1_CA173_RS01460	NZ_CP010453_1_BBG7_RS03885	30.0
NZ_CP021325_1_CA173_RS06150	NZ_CP010453_1_BBG7_RS03520	22.5
NZ_CP021325_1_CA173_RS12095	NZ_CP010453_1_BBG7_RS04175	33.5
NZ_CP021325_1_CA173_RS08775	NZ_CP010453_1_BBG7_RS04950	53.0
NZ_CP021325_1_CA173_RS07990	NZ_CP010453_1_BBG7_RS04475	35.7
NZ_CP021325_1_CA173_RS07090	NZ_CP010453_1_BBG7_RS03200	35.2
NZ_CP021325_1_CA173_RS10720	NZ_CP010453_1_BBG7_RS07755	44.5
NZ_CP021325_1_CA173_RS15315	NZ_CP010453_1_BBG7_RS10010	21.6
NZ_CP021325_1_CA173_RS13245	NZ_CP010453_1_BBG7_RS06530	52.8
NZ_CP021325_1_CA173_RS08855	NZ_CP010453_1_BBG7_RS08170	36.1
NZ_CP021325_1_CA173_RS10340	NZ_CP010453_1_BBG7_RS02580	41.5
NZ_CP021325_1_CA173_RS07690	NZ_CP010453_1_BBG7_RS11555	46.2
NZ_CP021325_1_CA173_RS07050	NZ_CP010453_1_BBG7_RS04275	29.7
NZ_CP021325_1_CA173_RS07050	NZ_CP010453_1_BBG7_RS03790	28.4
NZ_CP021325_1_CA173_RS06965	NZ_CP010453_1_BBG7_RS00825	39.4
NZ_CP021325_1_CA173_RS10330	NZ_CP010453_1_BBG7_RS10185	32.5
NZ_CP021325_1_CA173_RS01870	NZ_CP010453_1_BBG7_RS00960	27.1
NZ_CP021325_1_CA173_RS14160	NZ_CP010453_1_BBG7_RS08990	58.9
NZ_CP021325_1_CA173_RS07160	NZ_CP010453_1_BBG7_RS05355	54.4
NZ_CP021325_1_CA173_RS13540	NZ_CP010453_1_BBG7_RS09085	35.1
NZ_CP021325_1_CA173_RS11975	NZ_CP010453_1_BBG7_RS01725	38.0
NZ_CP021325_1_CA173_RS14825	NZ_CP010453_1_BBG7_RS08740	37.6
NZ_CP021325_1_CA173_RS15375	NZ_CP010453_1_BBG7_RS06450	23.7
NZ_CP021325_1_CA173_RS10135	NZ_CP010453_1_BBG7_RS01185	26.6
NZ_CP021325_1_CA173_RS08135	NZ_CP010453_1_BBG7_RS04295	39.6
NZ_CP021325_1_CA173_RS13635	NZ_CP010453_1_BBG7_RS01600	25.9
NZ_CP021325_1_CA173_RS10760	NZ_CP010453_1_BBG7_RS09980	35.9
NZ_CP021325_1_CA173_RS11875	NZ_CP010453_1_BBG7_RS08640	51.1
NZ_CP021325_1_CA173_RS08800	NZ_CP010453_1_BBG7_RS05320	39.5
NZ_CP021325_1_CA173_RS09610	NZ_CP010453_1_BBG7_RS02950	60.0
NZ_CP021325_1_CA173_RS01305	NZ_CP010453_1_BBG7_RS06825	33.5
NZ_CP021325_1_CA173_RS07860	NZ_CP010453_1_BBG7_RS06540	38.5
NZ_CP021325_1_CA173_RS04260	NZ_CP010453_1_BBG7_RS08070	45.3
NZ_CP021325_1_CA173_RS07970	NZ_CP010453_1_BBG7_RS05170	36.9
NZ_CP021325_1_CA173_RS07970	NZ_CP010453_1_BBG7_RS00640	35.2
NZ_CP021325_1_CA173_RS09825	NZ_CP010453_1_BBG7_RS01965	36.2
NZ_CP021325_1_CA173_RS13225	NZ_CP010453_1_BBG7_RS03465	60.2
NZ_CP021325_1_CA173_RS09570	NZ_CP010453_1_BBG7_RS04250	47.3
NZ_CP021325_1_CA173_RS09570	NZ_CP010453_1_BBG7_RS07130	29.7
NZ_CP021325_1_CA173_RS09570	NZ_CP010453_1_BBG7_RS07130	48.8
NZ_CP021325_1_CA173_RS09570	NZ_CP010453_1_BBG7_RS02570	29.3
NZ_CP021325_1_CA173_RS12610	NZ_CP010453_1_BBG7_RS04730	22.4
NZ_CP021325_1_CA173_RS07205	NZ_CP010453_1_BBG7_RS08830	42.9
NZ_CP021325_1_CA173_RS11260	NZ_CP010453_1_BBG7_RS03025	28.3
NZ_CP021325_1_CA173_RS10485	NZ_CP010453_1_BBG7_RS01685	38.4
NZ_CP021325_1_CA173_RS13365	NZ_CP010453_1_BBG7_RS04960	31.1
NZ_CP021325_1_CA173_RS10750	NZ_CP010453_1_BBG7_RS09470	56.9
NZ_CP021325_1_CA173_RS10695	NZ_CP010453_1_BBG7_RS01030	40.0
NZ_CP021325_1_CA173_RS07875	NZ_CP010453_1_BBG7_RS06190	68.2
NZ_CP021325_1_CA173_RS07875	NZ_CP010453_1_BBG7_RS06190	35.1
NZ_CP021325_1_CA173_RS01270	NZ_CP010453_1_BBG7_RS09330	58.1
NZ_CP021325_1_CA173_RS10430	NZ_CP010453_1_BBG7_RS06875	27.2
NZ_CP021325_1_CA173_RS08455	NZ_CP010453_1_BBG7_RS02435	30.3
NZ_CP021325_1_CA173_RS00985	NZ_CP010453_1_BBG7_RS03775	41.3
NZ_CP021325_1_CA173_RS06410	NZ_CP010453_1_BBG7_RS09855	33.3
NZ_CP021325_1_CA173_RS11320	NZ_CP010453_1_BBG7_RS02835	62.6
NZ_CP021325_1_CA173_RS08785	NZ_CP010453_1_BBG7_RS04950	42.5
NZ_CP021325_1_CA173_RS15580	NZ_CP010453_1_BBG7_RS05220	39.8
NZ_CP021325_1_CA173_RS10980	NZ_CP010453_1_BBG7_RS06735	27.9
NZ_CP021325_1_CA173_RS05780	NZ_CP010453_1_BBG7_RS04375	27.0
NZ_CP021325_1_CA173_RS00005	NZ_CP010453_1_BBG7_RS00005	40.4
NZ_CP021325_1_CA173_RS00275	NZ_CP010453_1_BBG7_RS00500	50.8
NZ_CP021325_1_CA173_RS13610	NZ_CP010453_1_BBG7_RS01625	33.6
NZ_CP021325_1_CA173_RS08710	NZ_CP010453_1_BBG7_RS08560	33.3
NZ_CP021325_1_CA173_RS07640	NZ_CP010453_1_BBG7_RS03920	38.8
NZ_CP021325_1_CA173_RS00335	NZ_CP010453_1_BBG7_RS04580	33.3
NZ_CP021325_1_CA173_RS09425	NZ_CP010453_1_BBG7_RS09915	26.6
NZ_CP021325_1_CA173_RS07595	NZ_CP010453_1_BBG7_RS06255	62.8
NZ_CP021325_1_CA173_RS04600	NZ_CP010453_1_BBG7_RS01690	38.5
NZ_CP021325_1_CA173_RS10180	NZ_CP010453_1_BBG7_RS00850	31.1
NZ_CP021325_1_CA173_RS03960	NZ_CP010453_1_BBG7_RS08810	24.1
NZ_CP021325_1_CA173_RS05505	NZ_CP010453_1_BBG7_RS11595	31.7
NZ_CP021325_1_CA173_RS05790	NZ_CP010453_1_BBG7_RS09560	46.1
NZ_CP021325_1_CA173_RS08625	NZ_CP010453_1_BBG7_RS03330	45.1
NZ_CP021325_1_CA173_RS14870	NZ_CP010453_1_BBG7_RS05915	35.8
NZ_CP021325_1_CA173_RS14870	NZ_CP010453_1_BBG7_RS05685	34.5
NZ_CP021325_1_CA173_RS01320	NZ_CP010453_1_BBG7_RS02520	49.7
NZ_CP021325_1_CA173_RS09000	NZ_CP010453_1_BBG7_RS08100	23.8
NZ_CP021325_1_CA173_RS09000	NZ_CP010453_1_BBG7_RS04420	26.1
NZ_CP021325_1_CA173_RS09000	NZ_CP010453_1_BBG7_RS02125	24.7
NZ_CP021325_1_CA173_RS09000	NZ_CP010453_1_BBG7_RS05375	37.2
NZ_CP021325_1_CA173_RS08575	NZ_CP010453_1_BBG7_RS03265	34.2
NZ_CP021325_1_CA173_RS11585	NZ_CP010453_1_BBG7_RS03095	36.0
NZ_CP021325_1_CA173_RS09550	NZ_CP010453_1_BBG7_RS01225	50.5
NZ_CP021325_1_CA173_RS14880	NZ_CP010453_1_BBG7_RS08245	53.0
NZ_CP021325_1_CA173_RS13325	NZ_CP010453_1_BBG7_RS05235	41.0
NZ_CP021325_1_CA173_RS01105	NZ_CP010453_1_BBG7_RS02740	39.4
NZ_CP021325_1_CA173_RS06880	NZ_CP010453_1_BBG7_RS03420	48.1
NZ_CP021325_1_CA173_RS09440	NZ_CP010453_1_BBG7_RS04530	43.3
NZ_CP021325_1_CA173_RS03765	NZ_CP010453_1_BBG7_RS09605	30.0
NZ_CP021325_1_CA173_RS14170	NZ_CP010453_1_BBG7_RS09000	37.9
NZ_CP021325_1_CA173_RS00665	NZ_CP010453_1_BBG7_RS08245	31.3
NZ_CP021325_1_CA173_RS01190	NZ_CP010453_1_BBG7_RS08805	36.9
NZ_CP021325_1_CA173_RS13665	NZ_CP010453_1_BBG7_RS03415	41.8
NZ_CP021325_1_CA173_RS13665	NZ_CP010453_1_BBG7_RS03415	59.3
NZ_CP021325_1_CA173_RS09620	NZ_CP010453_1_BBG7_RS03030	25.8
NZ_CP021325_1_CA173_RS04605	NZ_CP010453_1_BBG7_RS06755	28.5
NZ_CP021325_1_CA173_RS07190	NZ_CP010453_1_BBG7_RS08210	39.2
NZ_CP021325_1_CA173_RS05260	NZ_CP010453_1_BBG7_RS04450	40.8
NZ_CP021325_1_CA173_RS12185	NZ_CP010453_1_BBG7_RS09540	29.7
NZ_CP021325_1_CA173_RS06395	NZ_CP010453_1_BBG7_RS03245	40.8
NZ_CP021325_1_CA173_RS10445	NZ_CP010453_1_BBG7_RS04315	48.1
NZ_CP021325_1_CA173_RS14610	NZ_CP010453_1_BBG7_RS00750	40.0
NZ_CP021325_1_CA173_RS14610	NZ_CP010453_1_BBG7_RS00835	26.3
NZ_CP021325_1_CA173_RS08200	NZ_CP010453_1_BBG7_RS01060	39.5
NZ_CP021325_1_CA173_RS08270	NZ_CP010453_1_BBG7_RS00460	41.6
NZ_CP021325_1_CA173_RS13845	NZ_CP010453_1_BBG7_RS06810	29.9
NZ_CP021325_1_CA173_RS07180	NZ_CP010453_1_BBG7_RS07100	38.1
NZ_CP021325_1_CA173_RS10680	NZ_CP010453_1_BBG7_RS09110	32.1
NZ_CP021325_1_CA173_RS10680	NZ_CP010453_1_BBG7_RS02990	32.6
NZ_CP021325_1_CA173_RS10735	NZ_CP010453_1_BBG7_RS00575	52.6
NZ_CP021325_1_CA173_RS10735	NZ_CP010453_1_BBG7_RS00570	52.6
NZ_CP021325_1_CA173_RS02475	NZ_CP010453_1_BBG7_RS05340	37.1
NZ_CP021325_1_CA173_RS14020	NZ_CP010453_1_BBG7_RS07985	44.5
NZ_CP021325_1_CA173_RS08780	NZ_CP010453_1_BBG7_RS07890	30.6
NZ_CP021325_1_CA173_RS05390	NZ_CP010453_1_BBG7_RS01185	40.6
NZ_CP021325_1_CA173_RS11270	NZ_CP010453_1_BBG7_RS03295	41.2
NZ_CP021325_1_CA173_RS09860	NZ_CP010453_1_BBG7_RS03495	35.7
NZ_CP021325_1_CA173_RS07850	NZ_CP010453_1_BBG7_RS04940	40.9
NZ_CP021325_1_CA173_RS06480	NZ_CP010453_1_BBG7_RS02015	51.9
NZ_CP021325_1_CA173_RS00840	NZ_CP010453_1_BBG7_RS09795	34.0
NZ_CP021325_1_CA173_RS02845	NZ_CP010453_1_BBG7_RS07870	33.8
NZ_CP021325_1_CA173_RS10640	NZ_CP010453_1_BBG7_RS00370	37.4
NZ_CP021325_1_CA173_RS09820	NZ_CP010453_1_BBG7_RS06575	28.4
NZ_CP021325_1_CA173_RS07170	NZ_CP010453_1_BBG7_RS07080	40.9
NZ_CP021325_1_CA173_RS10930	NZ_CP010453_1_BBG7_RS06470	49.0
NZ_CP021325_1_CA173_RS10440	NZ_CP010453_1_BBG7_RS04320	34.9
NZ_CP021325_1_CA173_RS10565	NZ_CP010453_1_BBG7_RS09420	31.5
NZ_CP021325_1_CA173_RS04570	NZ_CP010453_1_BBG7_RS08015	30.2
