NZ_CP014267_1_AXA72_RS02980	AE009949_1_spyM18_0100	45.7
NZ_CP014267_1_AXA72_RS01330	AE009949_1_spyM18_2217	32.9
NZ_CP014267_1_AXA72_RS01330	AE009949_1_spyM18_0348	39.1
NZ_CP014267_1_AXA72_RS00360	AE009949_1_spyM18_1931	39.9
NZ_CP014267_1_AXA72_RS01210	AE009949_1_spyM18_2151	40.1
NZ_CP014267_1_AXA72_RS02025	AE009949_1_spyM18_2008	34.9
NZ_CP014267_1_AXA72_RS01850	AE009949_1_spyM18_0470	77.4
NZ_CP014267_1_AXA72_RS01850	AE009949_1_spyM18_1389	39.4
NZ_CP014267_1_AXA72_RS00275	AE009949_1_spyM18_1696	49.8
NZ_CP014267_1_AXA72_RS02200	AE009949_1_spyM18_0171	41.1
NZ_CP014267_1_AXA72_RS02200	AE009949_1_spyM18_1579	19.2
NZ_CP014267_1_AXA72_RS02830	AE009949_1_spyM18_2174	46.8
NZ_CP014267_1_AXA72_RS01475	AE009949_1_spyM18_1124	34.7
NZ_CP014267_1_AXA72_RS01410	AE009949_1_spyM18_1634	29.7
NZ_CP014267_1_AXA72_RS03480	AE009949_1_spyM18_0798	53.4
NZ_CP014267_1_AXA72_RS02845	AE009949_1_spyM18_0176	39.4
NZ_CP014267_1_AXA72_RS02235	AE009949_1_spyM18_1013	39.0
NZ_CP014267_1_AXA72_RS03615	AE009949_1_spyM18_0505	36.6
NZ_CP014267_1_AXA72_RS02725	AE009949_1_spyM18_0571	30.1
NZ_CP014267_1_AXA72_RS01150	AE009949_1_spyM18_1403	26.6
NZ_CP014267_1_AXA72_RS00955	AE009949_1_spyM18_1199	25.2
NZ_CP014267_1_AXA72_RS01420	AE009949_1_spyM18_0204	36.3
NZ_CP014267_1_AXA72_RS00995	AE009949_1_spyM18_0051	40.5
NZ_CP014267_1_AXA72_RS01435	AE009949_1_spyM18_2231	36.4
NZ_CP014267_1_AXA72_RS01995	AE009949_1_spyM18_0966	27.0
NZ_CP014267_1_AXA72_RS03900	AE009949_1_spyM18_0001	29.6
NZ_CP014267_1_AXA72_RS00440	AE009949_1_spyM18_0914	38.0
NZ_CP014267_1_AXA72_RS02255	AE009949_1_spyM18_1110	40.0
NZ_CP014267_1_AXA72_RS02255	AE009949_1_spyM18_0875	26.0
NZ_CP014267_1_AXA72_RS03090	AE009949_1_spyM18_1527	41.6
NZ_CP014267_1_AXA72_RS03090	AE009949_1_spyM18_2134	38.9
NZ_CP014267_1_AXA72_RS03090	AE009949_1_spyM18_0949	39.9
NZ_CP014267_1_AXA72_RS02245	AE009949_1_spyM18_1010	37.7
NZ_CP014267_1_AXA72_RS03205	AE009949_1_spyM18_0576	36.7
