CP001037_1_Npun_F0220	AP018499_1_LLCC_0362	37.3
CP001037_1_Npun_F6100	AP018499_1_LLCC_1160	56.4
CP001037_1_Npun_F3951	AP018499_1_LLCC_2574	38.2
CP001037_1_Npun_F2857	AP018499_1_LLCC_1468	50.0
CP001037_1_Npun_F2857	AP018499_1_LLCC_2364	30.9
CP001037_1_Npun_F4715	AP018499_1_LLCC_2019	25.4
CP001037_1_Npun_F5825	AP018499_1_LLCC_1523	51.3
CP001037_1_Npun_F2808	AP018499_1_LLCC_1584	24.9
CP001037_1_Npun_R5823	AP018499_1_LLCC_1506	23.4
CP001037_1_Npun_F0098	AP018499_1_LLCC_0519	35.8
CP001037_1_Npun_R3708	AP018499_1_LLCC_0154	29.3
CP001037_1_Npun_F4985	AP018499_1_LLCC_1191	53.2
CP001037_1_Npun_F4521	AP018499_1_LLCC_0025	24.5
CP001037_1_Npun_R4390	AP018499_1_LLCC_0797	47.1
CP001037_1_Npun_R5095	AP018499_1_LLCC_1531	34.1
CP001037_1_Npun_F5709	AP018499_1_LLCC_2016	39.7
CP001037_1_Npun_R5221	AP018499_1_LLCC_0976	40.3
CP001037_1_Npun_R4982	AP018499_1_LLCC_1888	43.3
CP001037_1_Npun_R6401	AP018499_1_LLCC_2109	37.6
CP001037_1_Npun_R4719	AP018499_1_LLCC_1770	36.7
CP001037_1_Npun_F0001	AP018499_1_LLCC_0577	37.8
CP001037_1_Npun_R5787	AP018499_1_LLCC_0837	47.5
CP001037_1_Npun_R3508	AP018499_1_LLCC_2544	57.5
CP001037_1_Npun_R3508	AP018499_1_LLCC_0293	54.7
CP001037_1_Npun_R5569	AP018499_1_LLCC_0743	35.8
CP001037_1_Npun_F6136	AP018499_1_LLCC_0911	58.2
CP001037_1_Npun_F3458	AP018499_1_LLCC_0977	49.4
CP001037_1_Npun_F5444	AP018499_1_LLCC_2342	39.3
CP001037_1_Npun_F2914	AP018499_1_LLCC_0182	57.2
CP001037_1_Npun_F6583	AP018499_1_LLCC_1558	55.0
CP001037_1_Npun_F0907	AP018499_1_LLCC_1092	44.0
CP001037_1_Npun_F4575	AP018499_1_LLCC_0779	30.9
CP001037_1_Npun_R0573	AP018499_1_LLCC_0966	35.4
CP001037_1_Npun_F2374	AP018499_1_LLCC_2363	52.4
CP001037_1_Npun_F2374	AP018499_1_LLCC_1123	42.5
CP001037_1_Npun_R5387	AP018499_1_LLCC_0663	38.2
CP001037_1_Npun_F0851	AP018499_1_LLCC_1943	56.3
CP001037_1_Npun_F2831	AP018499_1_LLCC_2439	45.4
CP001037_1_Npun_R4945	AP018499_1_LLCC_1200	28.6
CP001037_1_Npun_F2817	AP018499_1_LLCC_0243	25.6
CP001037_1_Npun_F4874	AP018499_1_LLCC_0908	39.5
